date,time,sender,message,source_file,trans
,PM 7:44,선우,사실 안됐어도 전혀 상관없이 그냥 평소대로 사랑할 텐데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0163.xml,其實就算沒成也完全沒關係，我還是會像平常一樣愛你們
,PM 7:44,선우,자꾸 더 이유 만들어주지마라,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0164.xml,不要一直再給我製造更多理由啦
,PM 7:45,선우,아니 사실 만들어줘,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0164.xml,不是，其實請製造給我
,PM 7:45,선우,아니 필요없어 그냥 존재만 해줘,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0164.xml,不對，不需要，只要存在就好
,PM 7:45,선우,그냥 고맙다구 말하고 싶었어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0164.xml,只是想說謝謝
,PM 7:46,선우,데뷔 어렵게 했는데 이왕한 거,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0165.xml,出道這麼不容易，既然都出道了
,PM 7:46,선우,사랑도 많이 받아보고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0165.xml,也想多多被愛
,PM 7:46,선우,광고도 찍어보고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0165.xml,也想拍廣告
,PM 7:46,선우,다 아는 프로그램도 나가보고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0165.xml,也想上大家都知道的節目
,PM 7:46,선우,그러고 싶은 게 또 사람 마음인데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0165.xml,人的心就是會想那樣嘛
,PM 7:47,선우,그걸 다 이루어지게 해주는 존재들이 더비라는 게 진짜,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0166.xml,而讓這些全都實現的存在是德比，這真的
,PM 7:47,선우,무한한 감사를 전합니다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0166.xml,獻上無限的感謝
,PM 7:49,선우,그래서 나도 정말 조금이라도 도움이 되주고 싶고 이기적인 마음이지만 힘든 일이 있거나 할 때 나를 생각해서 한 번 더 힘내줬으면 하는 그런 생각이 들고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0166.xml,所以我也真的想哪怕一點點也幫上忙，雖然是自私的想法，但當你們有辛苦的事時，希望能想到我再多撐一下
,PM 7:49,선우,더비들이 힘날 수 있게 하는 이유 중에 하나가 나였으면 좋겠고 그런 마음이 생기는 것 같아 ㅎㅎ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0167.xml,希望我能成為讓德比們有力量的理由之一，好像會產生這樣的心情ㅎㅎ
,PM 7:51,선우,내가 어떤 영상에 어떤 글을 보고 되게 느낀 게 많았는데 농구였나 축구였나,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0167.xml,我之前看了某個影片裡的一段文字，很有感觸，是籃球還是足球來著
,PM 7:51,선우,한낱 공놀이에 불과한 것에 의미를 더해주고 스타로 만들어주고 하는 건 다 팬이라는 존재 덕분이다 라는 글을 봤어가지고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0167.xml,看到那段話說，明明只是球類遊戲，為它賦予意義、把人變成明星的，全都是因為粉絲這樣的存在
,PM 7:52,선우,내가 잘나서가 아니라 날 사랑해주는 사람들이 있기 때문이라는 마음을 진짜 잊지 않도록 노력하께,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0168.xml,我會努力真正不忘記，不是因為我厲害，而是因為有愛我的人在
,PM 7:53,선우,서로가 서로가 있기에 존재하는 거야~ 라고 말해주는 관계가 얼마나 예쁘고 감사한지 또 느껴!!!!! 고마워!!!!!!!!!!!!!!!!!!!!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0168.xml,又再次感受到，能互相說「因為有彼此所以存在啊～」的關係是多麼漂亮又感謝！！！！！謝謝！！！！！！！！！！！！！！！！！！！！
,PM 7:55,선우,더비 덕분에 좋은 소식들 많이 들려줄 수 있을 것 같아 행복하게 기대하고 있어줘,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0168.xml,多虧德比，好像能告訴你們很多好消息，請開心期待吧
,PM 7:56,선우,나도 더비가 좋아하고 자랑스러워할 것들 생각하면서 좋아하는 거 재밌게 만들어주께,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0169.xml,我也會想著德比會喜歡、會覺得驕傲的東西，開心地做出好玩的東西給你們
,PM 7:58,선우,더비가 방치 안해주고 계속 플레이 해줘서 날 레벨업 하고 있는 겜 캐릭터라고 생각하면 지금 거의 난 피씨방 이벤트로 경험치 두배씩 줘서 성장하는 수준으로 더비가 사랑 많이 주고 있으니까 꼭 본인들을 자랑스럽고 대단한 사람이라고 생각해주길 바라... 진심으로...,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0169.xml,如果把我想成是因為德比沒有放置我、一直玩我，所以正在升級的遊戲角色，那我現在幾乎是網咖活動給雙倍經驗值在成長的程度，德比給了我很多愛，所以希望你們一定要覺得自己是值得驕傲、很了不起的人...真心的...
,PM 7:59,선우,쪼렙 선우를 레벨업 시켜주셔서 감사합니다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0170.xml,感謝你們把低等級 Sunwoo 升級
,PM 7:59,선우,더비들이 자랑할 수 있는 더 멋진 캐릭터가 될게여,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0170.xml,我會成為讓德比們能驕傲的更帥氣角色
,PM 8:00,선우,코코볼 열심히 성장 중,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0170.xml,Chocoball 正在努力成長中
,PM 8:00,선우,나중엔 엄청 큰 쪼꼬볼이 될테야,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0170.xml,以後會變成超大的巧克力球
,PM 8:00,선우,알라뷰 헿,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0170.xml,I love you，嘿
,PM 8:01,선우,난 스케쥴 마치고 씻고 자기 전에 또 들를게 !!! 너무 기다리지 말고 할 거 하고 이또✨🫶 사랑합니당,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0171.xml,我行程結束後洗完澡，睡前還會再來！！！不要太等我，去做自己的事吧✨🫶 愛你們
,PM 8:01,선우,뿅,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0171.xml,啾
,AM 1:56,선우,난 이제 잔다!!! 좋은 꿈 꿔 트레일러 잘 봐주고 ㅎㅎ😉 보람찬 하루였다!!!! 굿밤🫶,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0171.xml,我現在要睡了！！！做個好夢，好好看 trailerㅎㅎ 是充實的一天！！！！Good night🫶
,AM 6:30,선우,뭐라고 보내야할지 생각이 너무 많아서 썼다 지웠다만 이백번 했네,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0172.xml,我想太多，不知道該發什麼，寫了又刪大概兩百次
,AM 6:37,선우,그냥 내 자리에서는,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0172.xml,只是站在我的位置
,AM 6:38,선우,더비한테 한 없이 미안하고 거짓없이 사랑한다고 밖엔,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0172.xml,對德比只有無限抱歉和真心愛你
,AM 6:40,선우,그리고 뭐가 어떻게 되든 난 무대 위의 내가 좋고 그 모습을 사랑해주는 사람들을 사랑하고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0173.xml,不管事情怎麼變，我喜歡舞台上的自己，也愛著愛那個模樣的人
,AM 6:42,선우,"안 힘들었으면 좋겠는데 근데 또 나 때문에 힘든 것 같고 
그래서 생각 정리 말 정리 하느라 좀 오래 걸렸네 걱정 했을 텐데",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0173.xml,希望你們不要辛苦，但又好像因為我而辛苦，所以為了整理思緒和話語花了點時間，你們應該擔心了吧
,AM 6:44,선우,그냥 계속 곁에 있어주는 사람들 너무 고맙고 끝 없이 미안하고 지쳐버린 사람들에게도 고맙고 미안하네,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0173.xml,對一直留在身邊的人們真的很感謝，也無止境地抱歉；對已經疲憊的人們也感謝又抱歉
,AM 6:50,선우,내 걱정보단 너 자신부터 스스로 마음 다치지 않게 챙겼으면 하고 그냥 조건 없이사랑을 주는 더비들이 행복했으면 좋겠어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0174.xml,比起擔心我，希望你先照顧好自己，別讓自己的心受傷，也希望無條件給予愛的德比們幸福
,AM 6:51,선우,"상황이 어찌되든 어떻게든 무대 더 보여줄 수 있게 모두 최선 다할 테니 아프지마 마음도 몸도 ,, 걱정돼",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0174.xml,"不管情況如何，我們都會盡全力讓你們看到更多舞台，所以不要痛，心和身體都不要,, 我很擔心"
,AM 6:52,선우,너무 진지해서 드립쳐야할 것 같지만,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0174.xml,太認真了，感覺應該開個玩笑
,AM 6:52,선우,낄끼빠빠할게,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0175.xml,我會看場合進退的
,AM 6:52,선우,오늘도 힘내고!💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0175.xml,今天也加油！💕
,AM 6:53,선우,끝은 없어 그냥 계속 뭐가 됐든 달리다보면 나오겠지 길이던 진흙탕이던 걍 갈 거야 몰라,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0175.xml,沒有結束，只要一直跑，不管是路還是泥潭，總會出現吧，反正我會走，不管了
,AM 6:53,선우,잘 자,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0175.xml,晚安
,AM 6:53,선우,아니지 굿모닝,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0176.xml,不對，是早安
,AM 6:53,선우,난 자니까,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0176.xml,因為我要睡了
,AM 6:53,선우,사랑해,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0176.xml,愛你
,AM 6:58,선우,생각이 많지 너도 근데 그럴 땐,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0176.xml,你也有很多想法吧，但那種時候
,AM 6:58,선우,맛있는 밥 먹자 우선,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0177.xml,先吃好吃的飯吧
,AM 6:59,선우,잠도 잘 자고!!!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0177.xml,睡也要睡好！！！
,AM 7:01,선우,제이콥형이 유일하게 외운 사자성어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0177.xml,Jacob 哥唯一背起來的四字成語
,AM 7:01,선우,고진감래 렛츠고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0177.xml,苦盡甘來 lets go
,AM 7:02,선우,나 진짜 잔다 이제 첫 운 떼는 거 성공 햌ㅎ으니까 비하인드 사진도 주고 할게,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0178.xml,我真的要睡了，現在開頭成功了ㅋㅋ 之後也會給你們幕後照片
,AM 7:02,선우,뿅🫶,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0178.xml,咻🫶
,PM 2:58,선우,오늘 보네 우리~~~~,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0178.xml,今天見面呢我們~~~~
,PM 2:58,선우,아돌라도 오랜만이야 ㅎㅎ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0178.xml,Idol Radio 也好久不見了ㅎㅎ
,PM 2:58,선우,하라메도 뜨고 여러가지 뜨기 시작하는 구만,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0179.xml,Highlight Medley 也出了，各種東西開始出來了嘛
,PM 3:00,선우,잠은 잘 자또?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0179.xml,睡得好嗎？
,PM 3:00,선우,난 적당히 자써 ㅎㅎㅎ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0179.xml,我睡得還可以ㅎㅎㅎ
,PM 3:02,선우,컨텐츠들도 많이 나올 테니까 좀만 기다료~~~~,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0179.xml,之後也會有很多內容出來，再等一下下~~~~
,PM 3:02,선우,필더베 랩 칭찬해줘서 고마어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0179.xml,謝謝你稱讚 Feel The Bass 的 rap
,PM 3:02,선우,그정돈 자면서도 하지^^.,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0180.xml,那種程度我睡著也能做^^.
,PM 3:03,선우,나중에 무대에서 쩌는 라이브로 말아줄게 ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0180.xml,之後在舞台上用超猛 live 表演給你看ㅋ
,PM 3:05,선우,무대나 하고 싶다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0180.xml,好想上舞台啊
,PM 3:06,선우,나 근데 이제,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0180.xml,我不過現在
,PM 3:06,선우,컴뱍하니까,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0180.xml,要回歸了嘛
,PM 3:06,선우,관리하는데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0181.xml,在管理狀態
,PM 3:06,선우,브링그린 ㄹㅇ 좋더라,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0181.xml,BRING GREEN 真的不錯欸
,PM 3:06,선우,너무 앞광고 같겠지만,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0181.xml,雖然會很像正大光明業配
,PM 3:07,선우,진짜 세럼 일주일만 써봐 진짜 느껴짐,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0181.xml,真的 serum 你用一週看看，真的會有感
,PM 3:08,선우,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0182.xml,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
,PM 3:08,선우,이제 더비 피부도 내가 책임진다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0182.xml,現在 DERBY 的皮膚也由我來負責
,PM 3:08,선우,근데 내가 건성인지 지성인지,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0182.xml,可是我要怎麼知道我是乾性還是油性
,PM 3:09,선우,어케 판단해?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0182.xml,怎麼判斷？
,PM 3:09,선우,기름이 막 많지도 않은 것 같고 그렇다고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0183.xml,感覺油也沒有很多，而且
,PM 3:09,선우,엄청 건조하지도 않은 것 같음,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0183.xml,好像也不是非常乾
,PM 3:09,선우,케바케임,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0183.xml,因人而異啦
,PM 3:09,선우,복합성이구나 그런 건,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0183.xml,原來那種叫混合性啊
,PM 3:09,선우,하지만 난,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0184.xml,但是我
,PM 3:10,선우,광합성인 걸,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0184.xml,是光合作用性
,PM 3:10,선우,세수하고 나면 땡기긴 함,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0184.xml,洗完臉後是會緊繃
,PM 3:10,선우,근데 그런 밸런스를 맞춰주는 게,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0184.xml,但能調整那種平衡的就是
,PM 3:10,선우,징크테카  ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0184.xml,ZINC TECA ㅋ
,PM 3:10,선우,이제 그만할개,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0185.xml,現在我不講了
,PM 3:10,선우,게,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0185.xml,「了」
,PM 3:11,선우,쨌든,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0185.xml,總之
,PM 3:11,선우,더비들,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0185.xml,DERBY 們
,PM 3:11,선우,잘 지내? ㅠㅜ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0185.xml,過得好嗎？ㅠㅜ
,PM 3:14,선우,나 최근에 엠비티아이 한번 더 해봤는데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0186.xml,我最近又測了一次 MBTI
,PM 3:14,선우,[media/no text],C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0186.xml,
,PM 3:14,선우,또 이거 나왔어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0187.xml,結果又出現這個
,PM 3:14,선우,좀 바뀌었다고 스스로,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0187.xml,我本來自己覺得
,PM 3:14,선우,생각했었는데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0187.xml,好像有變一點
,PM 3:14,선우,왜냐면,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0187.xml,因為
,PM 3:14,선우,좀,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0187.xml,有點
,PM 3:14,선우,i가 된 것 같아서...ㅎㅎ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0188.xml,像變成 I 了...ㅎㅎ
,PM 3:15,선우,근데 엔팁이 e중에 제일i래,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0188.xml,可是聽說 ENTP 是 E 裡面最像 I 的
,PM 3:15,선우,i가 되고 싶은 e,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0188.xml,想成為 I 的 E
,PM 3:15,선우,엠비티아이로 사람을 판단할 순 없긴한데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0188.xml,雖然不能用 MBTI 判斷一個人
,PM 3:16,선우,살짝 뭐라하지,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0188.xml,有點該怎麼說
,PM 3:16,선우,껍데기는 대충,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0189.xml,外殼大概
,PM 3:16,선우,맞는 듯 ㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0189.xml,好像是準的ㅋㅋ
,PM 3:16,선우,성향 파악용으로는,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0189.xml,用來掌握傾向的話
,PM 3:16,선우,이것만한 게 없어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0189.xml,沒有比這個更好用的了
,PM 3:16,선우,엠비티아이는 질리지 않아,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0189.xml,MBTI 不會膩
,PM 3:16,선우,왜냐면,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0190.xml,因為
,PM 3:16,선우,엠비티아이 싫어하는 사람들 보면,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0190.xml,你看討厭 MBTI 的人
,PM 3:16,선우,다 똑같은 엠비티아이인 것도,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0190.xml,他們幾乎都是同樣的 MBTI 這點
,PM 3:16,선우,엠비티아이의 신뢰도를 높여줌 ㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0190.xml,也提高了 MBTI 的可信度ㅋㅋ
,PM 3:17,선우,뭐더라,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0191.xml,是什麼來著
,PM 3:17,선우,estj인가,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0191.xml,ESTJ 嗎
,PM 3:17,선우,istj estj 들이,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0191.xml,ISTJ、ESTJ 們
,PM 3:17,선우,엠비티아이 안 믿음 ㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0191.xml,不相信 MBTIㅋㅋ
,PM 3:17,선우,그것까지가 엠비티아이의 완성,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0191.xml,連這點都是 MBTI 的完成
,PM 3:18,선우,근데 나도 그건 싫음 엠비티아이로,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0192.xml,但我也不喜歡那種，用 MBTI
,PM 3:18,선우,아 너 그런 사람이네,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0192.xml,說「啊你就是那種人」
,PM 3:18,선우,이렇게 판단하는 건 싫지만,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0192.xml,這樣判斷我是不喜歡
,PM 3:18,선우,그래도 대충 틀은 보이는 게 개꿀잼💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0192.xml,不過大概看得出框架這點超有趣💕
,PM 3:19,선우,"나랑 잘 맞는 엠비티아이라 ,,,",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0193.xml,"跟我合得來的 MBTI 的話,,,"
,PM 3:19,선우,난 엔팁 ㅋㅋㅋㅋㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0193.xml,我是 ENTP ㅋㅋㅋㅋㅋㅋ
,PM 3:19,선우,아니면 인팁,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0193.xml,不然就是 INTP
,PM 3:19,선우,이엔에프피도 재밌음,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0193.xml,ENFP 也很有趣
,PM 3:20,선우,맨날 나 틱톡 찍어줬던 친구 엔프피인데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0193.xml,以前常常幫我拍 TikTok 的朋友是 ENFP
,PM 3:20,선우,놀리는 거 꿀잼,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0194.xml,逗他超有趣
,PM 3:20,선우,뭐만하면 서운해하는 게 넘 웃김,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0194.xml,動不動就委屈的樣子太好笑了
,PM 3:20,선우,리액션이 크고 눈망울이 맑으면 거의 엔프피더라,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0194.xml,反應很大、眼神很清澈的話幾乎都是 ENFP
,PM 3:21,선우,엔프제도 잘 맞는 것 같고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0194.xml,感覺 ENFJ 也滿合的
,PM 3:21,선우,사실 난 다 잘 맞음,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0195.xml,其實我跟誰都合
,PM 3:21,선우,근데 잇프제랑은 안 맞을 듯,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0195.xml,但跟 ISFJ 好像不太合
,PM 3:21,선우,다 반대자나,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0195.xml,不是全都相反嗎
,PM 3:21,선우,아닌가,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0195.xml,不是嗎
,PM 3:21,선우,다 반대여서 흥미로울라나,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0195.xml,會不會因為全都相反所以反而很有趣
,PM 3:22,선우,인프피 잘맞아,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0196.xml,INFP 很合
,PM 3:22,선우,놀리고 위로해주고 웃겨주기 딱 좋음,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0196.xml,很適合逗他、安慰他、把他逗笑
,PM 5:51,선우,"아 갑자기 일이
생겨섴",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0196.xml,"啊突然有事
發生了ㅋㅋ"
,PM 5:51,선우,지금은 헤메 중,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0196.xml,現在在做髮妝中
,PM 5:52,선우,왜 헤메하냐고는 뭐냐,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0196.xml,問我為什麼做髮妝是什麼啦
,PM 5:52,선우,아돌라 하잖아아ㅏ아아아아ㅏ!!!!!!!!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0197.xml,不是要做 Idol Radio 嗎啊啊啊啊!!!!!!!!
,PM 5:52,선우,스파이 검거,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0197.xml,抓到間諜
,PM 5:53,선우,오늘은 트뤠줘 나오는 날,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0197.xml,今天是 TREASURE 來的日子
,PM 5:53,선우,지훈이랑 만나자만나자 했는데 바빠서 못 만났는데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0197.xml,一直說要跟志焄見面但因為太忙沒見到
,PM 5:53,선우,여기서 만나네 ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0198.xml,結果在這裡見到了ㅋ
,PM 5:53,선우,지훈이랑 맞짱까야지,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0198.xml,我要跟志焄打一架
,PM 5:54,선우,지훈이 유도 배워서 옷깃만 안 잡히면 됨,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0198.xml,志焄學過柔道，只要不被抓衣領就行
,PM 5:54,선우,난 이번 앨범 컨셉처럼 복싱으로 간다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0198.xml,我就像這次專輯概念一樣走拳擊路線
,PM 5:54,선우,응원해줘!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0198.xml,幫我加油！
,PM 5:54,선우,스텝 연습 많이 해서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0199.xml,我練了很多步伐
,PM 5:55,선우,빨리 도망갈 수 있을 듯,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0199.xml,應該可以很快逃跑
,PM 6:00,선우,옷 갈중,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0199.xml,換衣服中
,PM 6:01,선우,이거이거 안되겠네,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0199.xml,這個這個不行欸
,PM 6:01,선우,중간과정좀 이 캐웃기네,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0199.xml,中間過程有點超好笑耶
,PM 6:02,선우,이제 개는 캐로 표현하겠습니다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0200.xml,以後「개」我會用「캐」來表示
,PM 6:02,선우,개는 너무 현실말투,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0200.xml,「개」太現實口語了
,PM 6:02,선우,댕으로 가자 그래,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0200.xml,那走「댕」好了
,PM 6:02,선우,댕이 좋다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0200.xml,「댕」不錯
,PM 6:03,선우,댕이 좀 짜침몬스터라는 글을 봤는데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\01\window_0201.xml,我看到有人說「댕」有點尷尬怪獸
